filename,width,height,xmin,ymin,xmax,ymax,class
./Dataset/Images/Train_UCP_000204.jpg,650,433,33,13,246,433,person_phone_hand
./Dataset/Images/Train_TCP_000235.jpg,1000,667,417,75,850,657,person_phone_head
./Dataset/Images/hand_031.jpg,573,300,224,1,521,300,person_phone_hand
./Dataset/Images/Train_UCP_000028.jpg,2091,1394,394,132,1637,1290,person_phone_hand
./Dataset/Images/Train_UCP_000070.jpg,1300,866,330,39,1051,765,person_phone_hand
./Dataset/Images/head_538_1.jpg,391,280,38,13,279,260,person_phone_head
./Dataset/Images/Train_TCP_000103.jpg,1600,569,1348,1,1599,476,person_phone_head
./Dataset/Images/002948245edc1901.jpg,1024,681,453,425,736,626,Person
./Dataset/Images/head_164.jpg,800,600,191,62,799,597,person_phone_head
./Dataset/Images/hand_273_1.jpg,390,280,123,10,325,260,person_phone_hand
./Dataset/Images/head_273_1.jpg,173,280,20,18,167,233,person_phone_head
./Dataset/Images/head_372.jpg,300,400,3,4,241,399,person_phone_head
./Dataset/Images/001551b65dd26e8d.jpg,1024,768,0,134,1023,659,Person
./Dataset/Images/hand_092.jpg,1024,683,151,9,732,683,person_phone_hand
./Dataset/Images/0001b46b0b82ee29.jpg,1024,683,313,355,1023,682,Person
./Dataset/Images/01a876bfda32beb9.jpg,1024,768,175,106,278,524,Person
./Dataset/Images/Train_TCP_000433.jpg,801,1200,133,274,340,622,person_phone_head
./Dataset/Images/hand_367_1.jpg,390,280,104,22,292,254,person_phone_hand
./Dataset/Images/head_266.jpg,450,319,63,22,297,296,person_phone_head
./Dataset/Images/001e5022bb22230c.jpg,1024,1024,406,798,483,920,Person
./Dataset/Images/Val_TCP_000454.jpg,533,800,47,7,501,800,person_phone_head
./Dataset/Images/024ffedb8330a0e2.jpg,1024,768,417,119,959,768,Person
./Dataset/Images/hand_212_1.jpg,390,280,42,30,210,250,person_phone_hand
./Dataset/Images/hand_240.jpg,1600,1067,1,1,1199,1060,person_phone_hand
./Dataset/Images/Val_TCP_000455.jpg,608,342,269,23,491,337,person_phone_head
./Dataset/Images/000a72372756f53b.jpg,1024,680,625,0,1023,679,Person
./Dataset/Images/hand_054.jpg,1300,960,228,115,851,871,person_phone_hand
./Dataset/Images/head_460_1.jpg,390,280,53,18,315,250,person_phone_head
./Dataset/Images/Val_UCP_st_000025.jpg,1067,1600,338,214,772,760,person_phone_hand
./Dataset/Images/hand_235.jpg,1120,1678,196,505,542,1026,person_phone_hand
./Dataset/Images/001f7777f3774a89.jpg,1024,683,810,209,1023,493,Person
./Dataset/Images/Train_UCP_000335.jpg,626,417,338,184,503,417,person_phone_hand
./Dataset/Images/00499dac12a9568f.jpg,1024,681,37,81,1003,626,Person
./Dataset/Images/hand_282.jpg,1024,671,302,92,677,651,person_phone_hand
./Dataset/Images/head_460.jpg,443,400,124,15,306,243,person_phone_head
./Dataset/Images/Train_UCP_000270.jpg,640,427,200,68,497,378,person_phone_hand
./Dataset/Images/Train_TCP_000165.jpg,1300,956,147,30,1196,849,person_phone_head
./Dataset/Images/head_098_1.jpg,197,280,42,10,193,240,person_phone_head
./Dataset/Images/head_769_1.jpg,390,280,42,2,290,254,person_phone_head
./Dataset/Images/00ef71f8bbd3c94e.jpg,1024,768,146,75,878,768,Person
./Dataset/Images/hand_510_1.jpg,391,280,96,30,274,252,person_phone_hand
./Dataset/Images/hand_701_1.jpg,390,280,144,4,377,239,person_phone_hand
./Dataset/Images/head_293.jpg,974,1390,176,199,774,941,person_phone_head
./Dataset/Images/014cd434ea827c18.jpg,1024,611,544,42,718,443,Person
./Dataset/Images/018f2ea1116d4d65.jpg,1024,683,117,56,695,683,Person
./Dataset/Images/00b55a70ee1217d3.jpg,683,1024,32,92,547,993,Person
./Dataset/Images/hand_151.jpg,5472,3648,1243,48,4165,3648,person_phone_hand
./Dataset/Images/hand_385.jpg,608,342,2,1,463,339,person_phone_hand
./Dataset/Images/head_404.jpg,449,300,153,31,385,285,person_phone_head
./Dataset/Images/Val_TCP_000465.jpg,590,394,131,35,315,250,person_phone_head
./Dataset/Images/Train_UCP_000102.jpg,450,319,14,1,295,297,person_phone_hand
./Dataset/Images/01dea50a1eadf36a.jpg,768,1024,191,43,519,975,Person
./Dataset/Images/0017a548a6e0bff7.jpg,1024,683,438,331,892,682,Person
./Dataset/Images/00013d077c604328.jpg,1024,820,78,95,186,229,Person
./Dataset/Images/000eab785286d456.jpg,1024,786,629,469,946,785,Person
./Dataset/Images/head_528_1.jpg,391,280,41,14,290,254,person_phone_head
./Dataset/Images/head_346.jpg,852,480,222,16,620,471,person_phone_head
./Dataset/Images/0001b46b0b82ee29.jpg,1024,683,313,411,729,682,Person
./Dataset/Images/head_461_1.jpg,389,280,81,0,383,257,person_phone_head
./Dataset/Images/hand_364_1.jpg,389,280,40,27,207,248,person_phone_hand
./Dataset/Images/002107c2cdc1b568.jpg,1024,683,151,37,791,683,Person
./Dataset/Images/01f8e5da0cade06b.jpg,980,1024,868,320,966,419,Person
./Dataset/Images/Train_UCP_000437.jpg,1133,1390,176,105,944,1128,person_phone_hand
./Dataset/Images/head_126_1.jpg,347,280,91,20,293,247,person_phone_head
./Dataset/Images/00f1d8f7280b7fac.jpg,1024,666,411,231,611,653,Person
./Dataset/Images/hand_608_1.jpg,390,280,61,11,313,249,person_phone_hand
./Dataset/Images/head_218.jpg,340,600,32,9,332,366,person_phone_head
./Dataset/Images/Train_TCP_000017.jpg,704,340,299,14,625,339,person_phone_head
./Dataset/Images/head_466_1.jpg,389,280,110,21,386,260,person_phone_head
./Dataset/Images/hand_103_1.jpg,250,167,73,20,189,167,person_phone_hand
./Dataset/Images/01ae7927a1e4c3c2.jpg,1024,680,483,115,894,651,Person
./Dataset/Images/021b2106fff979c8.jpg,1024,777,264,151,583,742,Person
./Dataset/Images/hand_590_1.jpg,390,280,32,13,236,253,person_phone_hand
./Dataset/Images/02115c99ee5ce686.jpg,1024,683,302,0,1022,509,Person
./Dataset/Images/hand_096_1.jpg,204,280,25,30,192,245,person_phone_hand
./Dataset/Images/016989249c98dcab.jpg,681,1024,367,245,680,1023,Person
./Dataset/Images/000eab785286d456.jpg,1024,786,58,103,1023,512,Person
./Dataset/Images/0121d6bb4ceea2ce.jpg,1024,681,264,53,1014,482,Person
./Dataset/Images/004e97b29e423be6.jpg,1024,768,728,348,819,635,Person
./Dataset/Images/Train_UCP_000049.jpg,716,358,3,116,100,316,person_phone_hand
./Dataset/Images/hand_414.jpg,1920,1080,862,29,1629,1078,person_phone_hand
./Dataset/Images/020f563dd40dcb18.jpg,1024,683,264,85,668,682,Person
./Dataset/Images/head_221.jpg,600,400,297,32,600,398,person_phone_head
./Dataset/Images/hand_312_1.jpg,390,280,69,3,334,255,person_phone_hand
./Dataset/Images/head_692_1.jpg,390,280,47,1,306,257,person_phone_head
./Dataset/Images/hand_649_1.jpg,389,280,96,24,293,249,person_phone_hand
./Dataset/Images/hand_316_1.jpg,390,280,38,17,202,253,person_phone_hand
./Dataset/Images/head_416_1.jpg,390,280,73,8,282,253,person_phone_head
./Dataset/Images/head_470_1.jpg,390,280,61,12,341,261,person_phone_head
./Dataset/Images/00013d077c604328.jpg,1024,820,231,88,291,257,Person
./Dataset/Images/0110fd09b3eb4641.jpg,1024,683,25,270,218,617,Person
./Dataset/Images/Val_UCP_000478.jpg,800,531,235,46,792,531,person_phone_hand
./Dataset/Images/Train_TCP_000148.jpg,590,332,118,57,408,332,person_phone_head
./Dataset/Images/hand_270.jpg,866,1300,120,32,768,1096,person_phone_hand
./Dataset/Images/Val_TCP_000460.jpg,1107,1300,193,62,821,1092,person_phone_head
./Dataset/Images/002dd50db8018b87.jpg,1024,683,271,0,910,681,Person
./Dataset/Images/Train_TCP_000215.jpg,500,500,59,88,303,416,person_phone_head
./Dataset/Images/head_625_1.jpg,390,280,28,12,271,257,person_phone_head
./Dataset/Images/Val_UCP_st_000086.jpg,533,800,72,173,318,505,person_phone_hand
./Dataset/Images/hand_078_1.jpg,158,280,29,12,106,121,person_phone_hand
./Dataset/Images/00c61e9da56cf10d.jpg,1024,768,560,0,808,427,Person
./Dataset/Images/hand_584_1.jpg,390,280,112,25,286,249,person_phone_hand
./Dataset/Images/hand_208.jpg,2000,1500,87,2,1905,1499,person_phone_hand
./Dataset/Images/0000b4b26ef88376.jpg,1024,717,66,195,179,457,Person
./Dataset/Images/003d580feae883fb.jpg,682,1024,83,0,541,550,Person
./Dataset/Images/hand_218_1.jpg,390,280,95,23,245,244,person_phone_hand
./Dataset/Images/002dd50db8018b87.jpg,1024,683,271,0,910,681,Person
./Dataset/Images/00ebbdff75b30b50.jpg,681,1024,90,76,562,1000,Person
./Dataset/Images/hand_423.jpg,608,320,144,41,355,319,person_phone_hand
./Dataset/Images/Train_TCP_000436.jpg,872,1300,288,262,590,670,person_phone_head
./Dataset/Images/0002337b77943386.jpg,1024,683,616,0,1023,545,Person
./Dataset/Images/head_486.jpg,494,400,138,117,364,394,person_phone_head
./Dataset/Images/hand_294_1.jpg,390,280,178,26,361,242,person_phone_hand
./Dataset/Images/head_227_1.jpg,389,280,25,0,235,229,person_phone_head
./Dataset/Images/00594fc6a3a5cc04.jpg,1024,683,202,290,440,682,Person
./Dataset/Images/head_292.jpg,1652,1150,287,231,1170,1150,person_phone_head
./Dataset/Images/Train_TCP_000028.jpg,728,546,512,197,728,523,person_phone_head
./Dataset/Images/hand_464_1.jpg,390,280,117,24,298,250,person_phone_hand
./Dataset/Images/0213ec2d85c2b796.jpg,1024,683,780,299,930,649,Person
./Dataset/Images/hand_423_1.jpg,390,280,92,12,323,259,person_phone_hand
./Dataset/Images/001f7777f3774a89.jpg,1024,683,487,33,628,221,Person
./Dataset/Images/head_755_1.jpg,393,280,17,4,297,261,person_phone_head
./Dataset/Images/hand_058_1.jpg,152,280,19,24,126,153,person_phone_hand
./Dataset/Images/Train_TCP_000429.jpg,299,470,102,42,208,197,person_phone_head
./Dataset/Images/005a82a6b59afe78.jpg,1024,768,376,103,803,768,Person
./Dataset/Images/008b726d2abe8a3c.jpg,681,1024,125,272,680,918,Person
./Dataset/Images/head_110.jpg,866,1300,65,92,825,1152,person_phone_head
./Dataset/Images/0219fb10af8cc3d0.jpg,768,1024,130,111,618,972,Person
./Dataset/Images/006f65cb84714c0b.jpg,1024,681,426,0,1021,680,Person
./Dataset/Images/Train_TCP_000227.jpg,450,347,40,18,159,200,person_phone_head
./Dataset/Images/003557986b8ef2fe.jpg,1024,683,16,256,151,681,Person
./Dataset/Images/head_572_1.jpg,390,280,95,35,379,257,person_phone_head
./Dataset/Images/0127e89eb678d7e8.jpg,1024,683,130,66,842,682,Person
./Dataset/Images/01ee843172fac284.jpg,1024,683,761,234,957,663,Person
./Dataset/Images/head_434.jpg,425,400,58,4,320,244,person_phone_head
./Dataset/Images/head_007.jpg,1300,958,463,38,1299,856,person_phone_head
./Dataset/Images/head_752_1.jpg,389,280,32,21,271,253,person_phone_head
./Dataset/Images/00c61e9da56cf10d.jpg,1024,768,84,0,480,369,Person
./Dataset/Images/000eab785286d456.jpg,1024,786,67,469,552,785,Person
./Dataset/Images/Val_UCP_st_000084.jpg,1600,2400,436,241,1296,1293,person_phone_hand
./Dataset/Images/00550fdf3e35a59b.jpg,683,1024,207,71,547,634,Person
./Dataset/Images/head_419.jpg,200,271,6,57,168,201,person_phone_head
./Dataset/Images/head_300.jpg,626,417,339,119,531,362,person_phone_head
./Dataset/Images/024e16ee3d020278.jpg,768,1024,538,720,613,840,Person
./Dataset/Images/01a876bfda32beb9.jpg,1024,768,229,107,312,468,Person
./Dataset/Images/Train_UCP_000199.jpg,1600,1067,69,359,591,1005,person_phone_hand
./Dataset/Images/0110fd09b3eb4641.jpg,1024,683,752,336,944,606,Person
./Dataset/Images/01820bd14f1425b5.jpg,1024,683,190,148,773,682,Person
./Dataset/Images/Train_TCP_000339.jpg,450,320,190,53,436,286,person_phone_head
./Dataset/Images/hand_1006_1.jpg,390,280,87,18,310,257,person_phone_hand
./Dataset/Images/Train_TCP_000246.jpg,590,332,198,45,507,332,person_phone_head
./Dataset/Images/01d7d0f0ffd5d822.jpg,1024,680,224,274,406,679,Person
./Dataset/Images/002dd50db8018b87.jpg,1024,683,572,61,1021,682,Person
./Dataset/Images/Train_TCP_000214.jpg,590,332,102,17,480,328,person_phone_head
./Dataset/Images/Train_TCP_000304.jpg,450,347,41,6,151,183,person_phone_head
./Dataset/Images/hand_317_1.jpg,250,167,72,13,187,155,person_phone_hand
./Dataset/Images/head_148_1.jpg,390,280,18,2,222,253,person_phone_head
./Dataset/Images/Train_TCP_000168.jpg,1200,800,269,89,825,792,person_phone_head
./Dataset/Images/hand_258.jpg,640,466,146,2,471,431,person_phone_hand
./Dataset/Images/01d54a8024611416.jpg,1024,683,322,0,467,286,Person
./Dataset/Images/00004b19ca2c952f.jpg,1024,683,581,176,1023,503,Person
./Dataset/Images/0014f0c3fbda63f1.jpg,1024,683,98,80,444,682,Person
./Dataset/Images/Train_TCP_000089.jpg,957,1300,520,152,768,648,person_phone_head
./Dataset/Images/hand_004.jpg,980,460,398,2,885,460,person_phone_hand
./Dataset/Images/01db2a9b2822c896.jpg,1024,681,344,196,718,531,Person
./Dataset/Images/00032b7066444e75.jpg,724,1024,86,125,136,249,Person
./Dataset/Images/013a6d5aad7761b8.jpg,1024,683,161,115,216,208,Person
./Dataset/Images/022e43a11a876f8a.jpg,1024,682,491,261,526,303,Person
./Dataset/Images/0135df847c200438.jpg,1024,683,862,0,1000,185,Person
./Dataset/Images/head_713_1.jpg,390,280,163,14,382,249,person_phone_head
./Dataset/Images/020b3abeba39e25e.jpg,1024,731,225,165,695,706,Person
./Dataset/Images/Train_UCP_000120.jpg,1600,1067,77,214,821,1023,person_phone_hand
./Dataset/Images/014dc3e9314d96de.jpg,1024,683,145,145,410,386,Person
./Dataset/Images/00a25bf311ed49fc.jpg,1024,840,195,0,973,802,Person
./Dataset/Images/0145e8cbf60c09f2.jpg,1024,768,0,0,988,631,Person
./Dataset/Images/head_070.jpg,650,433,309,119,567,428,person_phone_head
./Dataset/Images/0140297debf227db.jpg,683,1024,592,649,648,697,Person
./Dataset/Images/head_206_1.jpg,339,280,56,15,213,238,person_phone_head
./Dataset/Images/00cde5e5b03e47dd.jpg,680,1024,0,23,657,1023,Person
./Dataset/Images/0085a03f4a2b199f.jpg,1024,819,386,497,729,817,Person
./Dataset/Images/hand_1028_1.jpg,371,280,154,16,355,257,person_phone_hand
./Dataset/Images/hand_333_1.jpg,390,280,104,16,299,258,person_phone_hand
./Dataset/Images/Val_UCP_st_000072.jpg,1000,666,514,143,858,564,person_phone_hand
./Dataset/Images/hand_012.jpg,890,501,436,13,764,420,person_phone_hand
./Dataset/Images/01d7d0f0ffd5d822.jpg,1024,680,0,312,70,526,Person
./Dataset/Images/011786fb4a301910.jpg,1024,683,414,202,570,442,Person
./Dataset/Images/01cbcda1ddea49b5.jpg,1024,768,920,336,1023,767,Person
./Dataset/Images/head_044.jpg,1300,863,526,36,1300,846,person_phone_head
